日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-01-28,14.711,14.856,14.864,14.674,10895472,16074588974.0,1.29,0.99,0.146,23.46
2026-01-29,14.855,14.715,14.894,14.701,10928391,16181948146.0,1.3,-0.95,-0.141,23.53
2026-01-30,14.7,14.469,14.705,14.435,15877368,23069711587.0,1.83,-1.67,-0.246,34.18
2026-02-02,14.415,14.117,14.43,14.079,14564858,20739147516.0,2.43,-2.43,-0.352,31.36
2026-02-03,14.199,14.463,14.465,14.199,11016717,15781309074.0,1.88,2.45,0.346,23.72
2026-02-04,14.469,14.445,14.504,14.32,10302195,14834672240.0,1.27,-0.12,-0.018,22.18
2026-02-05,14.423,14.354,14.423,14.207,10755237,15390482191.0,1.5,-0.63,-0.091,23.16
2026-02-06,14.288,14.426,14.509,14.257,10830779,15620020735.0,1.76,0.5,0.072,23.32
2026-02-09,14.55,14.635,14.641,14.502,7800027,11365714153.0,0.96,1.45,0.209,16.79
2026-02-10,14.656,14.587,14.661,14.531,6647732,9712931173.0,0.89,-0.33,-0.048,14.31
2026-02-11,14.599,14.604,14.657,14.577,5878734,8596915772.0,0.55,0.12,0.017,12.66
2026-02-12,14.604,14.698,14.714,14.575,5577130,8171222493.0,0.95,0.64,0.094,12.01
2026-02-13,14.678,14.619,14.759,14.596,7173929,10522007229.0,1.11,-0.54,-0.079,15.45
2026-02-24,14.654,14.738,14.768,14.638,6528185,9598788248.0,0.89,0.81,0.119,14.06
2026-02-25,14.75,14.717,14.824,14.674,6741878,9955267361.0,1.02,-0.14,-0.021,14.52
2026-02-26,14.732,14.591,14.742,14.545,6910300,10105489179.0,1.34,-0.86,-0.126,14.88
2026-02-27,14.569,14.596,14.6,14.48,7752825,11277250172.0,0.82,0.03,0.005,16.69
2026-03-02,14.52,14.534,14.623,14.502,8098818,11786391168.0,0.83,-0.42,-0.062,17.44
2026-03-03,14.565,14.295,14.583,14.29,11244227,16177632911.0,2.02,-1.64,-0.239,24.21
2026-03-04,14.28,14.279,14.39,14.135,11702477,16685047772.0,1.78,-0.11,-0.016,25.2
2026-03-05,14.36,14.244,14.399,14.211,8801466,12599150799.0,1.32,-0.25,-0.035,18.95
2026-03-06,14.221,14.3,14.345,14.16,7813072,11156807512.0,1.3,0.39,0.056,16.82
2026-03-09,14.2,14.223,14.244,13.99,11399308,16085868636.0,1.78,-0.54,-0.077,24.54
2026-03-10,14.3,14.346,14.37,14.25,6977362,9984271110.0,0.84,0.86,0.123,15.02
2026-03-11,14.36,14.402,14.452,14.352,7416232,10676690373.0,0.7,0.39,0.056,15.97
2026-03-12,14.37,14.239,14.414,14.237,7338955,10504634120.0,1.23,-1.13,-0.163,15.8
2026-03-13,14.229,14.102,14.272,14.096,8576958,12173162419.0,1.24,-0.96,-0.137,18.47
2026-03-16,14.119,14.05,14.119,13.875,11958905,16720246627.0,1.73,-0.37,-0.052,25.75
2026-03-17,14.074,13.836,14.113,13.83,9836234,13739996581.0,2.01,-1.52,-0.214,21.18
2026-03-18,13.835,14.009,14.015,13.784,10698368,14847095422.0,1.67,1.25,0.173,23.03
2026-03-19,13.903,13.776,13.92,13.728,12299297,16976765762.0,1.37,-1.66,-0.233,26.48
2026-03-20,13.802,13.672,13.874,13.666,14433560,19868803568.0,1.51,-0.75,-0.104,31.08
2026-03-23,13.412,13.577,13.714,13.412,16979678,23043880443.0,2.21,-0.69,-0.095,36.56
2026-03-24,13.67,13.849,13.861,13.588,12954057,17755177440.0,2.01,2.0,0.272,27.89
2026-03-25,13.904,13.962,14.02,13.903,13139951,18342812838.0,0.84,0.82,0.113,28.29
2026-03-26,13.96,13.784,13.96,13.742,10773780,14892476459.0,1.56,-1.27,-0.178,23.2
2026-03-27,13.73,13.841,13.929,13.692,11622399,16088366580.0,1.72,0.41,0.057,25.02
2026-03-30,13.766,13.731,13.83,13.651,10932461,15022835822.0,1.29,-0.79,-0.11,23.54
2026-03-31,13.717,13.511,13.787,13.5,10236653,13947104161.0,2.09,-1.6,-0.22,22.04
2026-04-01,13.631,13.77,13.78,13.6,10597825,14506608695.0,1.33,1.92,0.259,22.82
2026-04-02,13.701,13.633,13.745,13.587,9605775,13108938614.0,1.15,-0.99,-0.137,20.68
2026-04-03,13.67,13.666,13.728,13.627,9449971,12921606387.0,0.74,0.24,0.033,20.35
2026-04-07,13.699,13.697,13.788,13.636,8198079,11246716589.0,1.11,0.23,0.031,17.65
2026-04-08,13.87,14.137,14.163,13.87,11530253,16209364232.0,2.14,3.21,0.44,24.82
2026-04-09,14.11,14.074,14.147,14.053,9503269,13397065300.0,0.66,-0.45,-0.063,20.46
2026-04-10,14.14,13.98,14.217,13.978,11337196,15974722117.0,1.7,-0.67,-0.094,24.41
2026-04-13,13.96,13.926,13.997,13.91,8190934,11428077081.0,0.62,-0.39,-0.054,17.64
2026-04-14,14.0,14.08,14.101,13.965,7146478,10004820574.0,0.98,1.11,0.154,15.39
2026-04-15,14.116,14.049,14.19,14.044,9100582,12844843571.0,1.04,-0.22,-0.031,19.59
2026-04-16,14.098,14.283,14.306,14.065,8085424,11493531654.0,1.72,1.67,0.234,17.41
2026-04-17,14.277,14.339,14.363,14.209,7394257,10572318444.0,1.08,0.39,0.056,15.92
2026-04-20,14.3,14.306,14.4,14.281,7355133,10549435947.0,0.83,-0.23,-0.033,15.84
2026-04-21,14.325,14.278,14.326,14.201,6453357,9197174581.0,0.87,-0.2,-0.028,13.89
2026-04-22,14.27,14.371,14.382,14.255,6557737,9395421825.0,0.89,0.65,0.093,14.12
2026-04-23,14.377,14.287,14.421,14.217,9032257,12916206913.0,1.42,-0.58,-0.084,19.45
2026-04-24,14.279,14.245,14.296,14.206,6334922,9027764718.0,0.63,-0.29,-0.042,13.64
2026-04-27,14.266,14.3,14.32,14.22,6058848,8658800841.0,0.7,0.39,0.055,13.04
2026-04-28,14.307,14.187,14.338,14.185,5796221,8269425428.0,1.07,-0.79,-0.113,12.48
2026-04-29,14.201,14.31,14.335,14.175,7091919,10124811925.0,1.13,0.87,0.123,15.27
2026-04-30,14.323,14.293,14.354,14.243,6196104,8853767179.0,0.78,-0.12,-0.017,13.34
2026-05-06,14.36,14.49,14.51,14.347,7318210,10584568831.0,1.14,1.38,0.197,15.76
2026-05-07,14.539,14.492,14.547,14.475,5677940,8234297845.0,0.5,0.01,0.002,12.22
2026-05-08,14.48,14.487,14.53,14.425,5444444,7885128381.0,0.72,-0.03,-0.005,11.72
2026-05-11,14.522,14.534,14.578,14.5,6094692,8861012237.0,0.54,0.32,0.047,13.12
2026-05-12,14.524,14.392,14.55,14.2,6441710,9300474332.0,2.41,-0.98,-0.142,13.87
2026-05-13,14.394,14.443,14.463,14.35,6019029,8672604708.0,0.79,0.35,0.051,12.96
2026-05-14,14.467,14.231,14.477,14.208,7786508,11132893429.0,1.86,-1.47,-0.212,16.76
2026-05-15,14.238,14.12,14.306,14.103,11737297,16651671191.0,1.43,-0.78,-0.111,25.27
2026-05-18,14.11,14.112,14.226,14.065,7628181,10798222902.0,1.14,-0.06,-0.008,16.42
2026-05-19,14.112,14.351,14.359,14.056,9196397,13060964038.0,2.15,1.69,0.239,19.8
2026-05-20,14.32,14.275,14.35,14.241,8162410,11662648968.0,0.76,-0.53,-0.076,17.57
2026-05-21,14.315,14.106,14.363,14.089,8006185,11387823141.0,1.92,-1.18,-0.169,17.24
2026-05-22,14.15,14.133,14.179,14.095,7877135,11141051272.0,0.6,0.19,0.027,16.96
2026-05-25,14.17,14.158,14.235,14.118,7138258,10115737637.0,0.83,0.18,0.025,15.37
2026-05-26,14.15,14.114,14.166,14.023,8538757,12029326750.0,1.01,-0.31,-0.044,18.38
2026-05-27,14.101,14.008,14.184,13.962,9871966,13856103430.0,1.57,-0.75,-0.106,21.25
2026-05-28,13.993,14.125,14.133,13.956,8817325,12380248329.0,1.26,0.84,0.117,18.98
2026-05-29,14.143,14.0,14.156,13.98,9265146,13015314963.0,1.25,-0.88,-0.125,19.95
2026-06-01,13.989,14.037,14.081,13.972,7297316,10245525458.0,0.78,0.26,0.037,15.71
2026-06-02,14.058,14.121,14.147,13.987,6601950,9284180978.0,1.14,0.6,0.084,14.21
2026-06-03,14.118,14.083,14.182,14.014,7107039,10035233799.0,1.19,-0.27,-0.038,15.3
2026-06-04,14.061,13.999,14.079,13.996,6933506,9724719435.0,0.59,-0.6,-0.084,14.93
2026-06-05,13.99,13.948,14.058,13.936,7835019,10960175147.0,0.87,-0.36,-0.051,16.87
2026-06-08,13.9,13.824,13.9,13.754,9912158,13706241913.0,1.05,-0.89,-0.124,21.34
2026-06-09,13.844,13.927,13.938,13.768,6966966,9631901092.0,1.23,0.75,0.103,15.0
2026-06-10,13.93,13.77,13.93,13.721,7105203,9800140251.0,1.5,-1.13,-0.157,15.3
2026-06-11,13.73,13.814,13.836,13.73,6978188,9620648350.0,0.77,0.32,0.044,15.02
2026-06-12,13.891,13.929,14.057,13.891,7370419,10298210488.0,1.2,0.83,0.115,15.87
2026-06-15,14.0,14.162,14.17,14.0,6616293,9324727045.0,1.22,1.67,0.233,14.24
2026-06-16,14.179,14.219,14.235,14.144,5982681,8494314298.0,0.64,0.4,0.057,12.88
2026-06-17,14.2,14.158,14.229,14.134,5924464,8397794336.0,0.67,-0.43,-0.061,12.76
2026-06-18,14.165,14.067,14.187,14.063,6091541,8600423790.0,0.88,-0.64,-0.091,13.12
2026-06-22,14.078,14.039,14.093,13.868,5639641,7877510397.0,1.6,-0.2,-0.028,12.14
2026-06-23,14.039,13.933,14.053,13.933,5790880,8102555937.0,0.85,-0.76,-0.106,12.47
2026-06-24,13.95,13.987,14.045,13.88,5688271,7937488430.0,1.18,0.39,0.054,12.25
2026-06-25,13.993,13.892,14.022,13.871,5301524,7392540926.0,1.08,-0.68,-0.095,11.41
